policy,num_robots,width,height,root_seed,map_seed,spawn_seed,dynamics_seed,comms_seed,policy_seed,runner_policy_seed,map_name,requested_density,realized_density,free_cells,completed,final_coverage,ticks,max_ticks,ticks_to_50,ticks_to_90,ticks_to_95,ticks_to_100,successful_moves,wall_blocked,conflicts,redundancy,comms_enabled,comms_drop_prob,messages_attempted,messages_delivered,messages_dropped,bytes_attempted,bytes_delivered,bytes_dropped
move_toward_frontier_astar,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,nested_rooms,0.31,0.31,69,False,0.8840579710144928,1500,1500,11,,,,88,0,5912,0.5494505494505495,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,False,0.2028985507246377,1500,1500,,,,,10,0,2990,0.05555555555555555,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,False,0.7971014492753623,1500,1500,6,,,,61,0,5939,0.7411764705882353,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,nested_rooms,0.31,0.31,69,True,1.0,54,1500,8,52,53,54,77,0,139,0.37,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,nested_rooms,0.31,0.31,69,True,1.0,65,1500,27,59,62,65,130,0,0,0.91,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,nested_rooms,0.31,0.31,69,False,0.8260869565217391,1500,1500,4,,,,44,0,5956,0.14457831325301204,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,nested_rooms,0.31,0.31,69,True,1.0,75,1500,15,33,36,75,150,0,0,0.99,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,nested_rooms,0.31,0.31,69,False,0.6956521739130435,1500,1500,5,,,,43,0,5957,0.4782608695652174,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,nested_rooms,0.31,0.31,69,True,1.0,69,1500,22,63,66,69,138,0,0,0.99,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,False,0.7971014492753623,1500,1500,6,,,,61,0,5939,0.7411764705882353,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,True,1.0,59,1500,26,47,49,59,118,0,0,0.63,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,nested_rooms,0.31,0.31,69,True,1.0,32,1500,4,27,30,32,102,0,26,1.21,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,nested_rooms,0.31,0.31,69,True,1.0,57,1500,4,51,54,57,228,0,0,2.47,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,True,1.0,15,1500,5,10,12,15,60,0,0,0.42,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,nested_rooms,0.31,0.31,69,True,1.0,71,1500,5,65,68,71,191,0,93,2.23,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,nested_rooms,0.31,0.31,69,True,1.0,48,1500,20,45,46,48,96,0,0,0.39,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,nested_rooms,0.31,0.31,69,True,1.0,44,1500,10,38,41,44,88,0,0,0.44,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,nested_rooms,0.31,0.31,69,True,1.0,39,1500,10,30,31,39,78,0,0,0.33,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,nested_rooms,0.31,0.31,69,True,1.0,59,1500,7,24,26,59,202,0,34,2.22,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,True,1.0,44,1500,18,41,42,44,88,0,0,0.38,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,nested_rooms,0.31,0.31,69,True,1.0,56,1500,17,50,53,56,112,0,0,0.95,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,nested_rooms,0.31,0.31,69,True,1.0,24,1500,5,19,21,24,96,0,0,0.65,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,nested_rooms,0.31,0.31,69,True,1.0,25,1500,5,11,22,25,100,0,0,0.87,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,nested_rooms,0.31,0.31,69,True,1.0,33,1500,5,27,30,33,112,0,20,0.86,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,nested_rooms,0.31,0.31,69,True,1.0,22,1500,7,19,20,22,84,0,4,0.74,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,2,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,False,0.30434782608695654,1500,1500,,,,,6,0,2994,0.045454545454545456,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,2,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,False,0.45652173913043476,1500,1500,,,,,30,0,2970,0.4666666666666667,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,2,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,False,0.5434782608695652,1500,1500,9,,,,32,0,2968,0.24561403508771928,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,2,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,False,0.45652173913043476,1500,1500,,,,,16,0,2984,0.17391304347826086,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,nested_rooms,0.31,0.31,69,False,0.4492753623188406,1500,1500,,,,,48,0,2952,0.8135593220338984,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,False,0.34782608695652173,1500,1500,,,,,10,0,2990,0.2,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,4,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,False,0.5652173913043478,1500,1500,3,,,,27,0,5973,0.5490196078431373,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,False,0.5869565217391305,1500,1500,7,,,,19,0,5981,0.16071428571428573,False,0.0,0,0,0,0,0,0
